cluster,diagnosis,count,row_pct,col_pct
0,acute flare-up of triaditis/chronic enteropathy,30,37.03703703703704,33.33333333333333
0,acute gastroenteritis,10,12.345679012345679,16.666666666666664
0,acute pancreatitis,32,39.50617283950617,25.806451612903224
0,parvovirus enteritis,9,11.11111111111111,21.951219512195124
1,acute flare-up of triaditis/chronic enteropathy,19,18.446601941747574,21.11111111111111
1,acute gastroenteritis,24,23.300970873786408,40.0
1,acute pancreatitis,39,37.86407766990291,31.451612903225808
1,parvovirus enteritis,21,20.388349514563107,51.21951219512195
2,acute flare-up of triaditis/chronic enteropathy,6,42.857142857142854,6.666666666666667
2,acute gastroenteritis,1,7.142857142857142,1.6666666666666667
2,acute pancreatitis,6,42.857142857142854,4.838709677419355
2,parvovirus enteritis,1,7.142857142857142,2.4390243902439024
3,acute flare-up of triaditis/chronic enteropathy,35,29.914529914529915,38.88888888888889
3,acute gastroenteritis,25,21.367521367521366,41.66666666666667
3,acute pancreatitis,47,40.17094017094017,37.903225806451616
3,parvovirus enteritis,10,8.547008547008547,24.390243902439025
